uid,region_city_group,region_city_group_no,region_city,age_group,age,visit_days,total_duration_min,avg_duration_min,total_payment_may,retained_june,retained_july,retained_august,retained_90
640928,Gyeonggi-do,2,오산,Thirties,37,12,5199,433,224500,0,0,0,0
640938,Gyeonggi-do,2,Suwon,Teens,15,22,9694,441,418500,0,0,0,0
640939,Seoul,1,Seoul,Twenties,29,1,59,59,2500,0,0,0,0
640942,Daegu,11,Daegu,Twenties,23,2,246,123,15000,0,0,0,0
640962,Gyeonggi-do,2,Yongin,Teens,12,5,421,84,18000,0,1,0,1
640969,Gyeonggi-do,2,Seongnam,Teens,15,11,2465,224,106500,0,0,0,0
640972,Incheon,12,Incheon,Twenties,25,1,435,435,19000,0,0,0,0
640975,Gyeonggi-do,2,Ansan,Twenties,22,5,704,141,30500,1,0,0,1
640976,Seoul,1,Seoul,Twenties,28,1,170,170,7500,0,0,0,0
640979,Gangwon-do,9,Wonju,Twenties,22,2,270,135,11500,0,0,0,0
640984,Seoul,1,Seoul,Teens,12,1,34,34,1500,0,0,0,0
640990,Busan,10,Busan,Teens,13,27,12388,459,534500,0,0,0,0
640992,Gyeongsangnam-do,8,Changwon,Twenties,23,3,746,249,32000,0,1,1,1
640995,Seoul,1,Seoul,Teens,14,2,196,98,8500,0,0,1,1
640996,Gyeongsangbuk-do,7,Gyeongsan,Twenties,20,2,531,266,23000,1,1,0,1
641026,Seoul,1,Seoul,Twenties,24,14,6707,479,289500,0,0,0,0
641028,Seoul,1,Seoul,Teens,15,10,1467,147,63500,1,0,1,1
641040,Incheon,12,Incheon,Forties+,48,4,1038,260,45000,1,0,0,1
641050,Seoul,1,Seoul,Twenties,29,1,142,142,140000,1,1,0,1
641055,Gangwon-do,9,Gangwon,Twenties,21,1,3,3,0,0,0,0,0
641057,Seoul,1,Seoul,Teens,14,1,89,89,4000,0,0,0,0
641058,Chungcheongnam-do,3,Cheonan,Teens,16,3,555,185,18000,0,1,1,1
641074,Daegu,11,Daegu,Twenties,22,1,31,31,1500,0,1,0,1
641077,Seoul,1,Seoul,Twenties,29,1,38,38,1500,0,0,0,0
641681,Ulsan,15,Ulsan,Thirties,36,21,8795,419,379500,0,0,0,0
641686,Seoul,1,Seoul,Twenties,22,1,795,795,14000,0,0,0,0
641694,Seoul,1,Seoul,Teens,18,2,840,420,36500,0,1,1,1
641695,Seoul,1,Seoul,Twenties,24,2,46,23,2000,0,0,0,0
641696,Seoul,1,Seoul,Teens,17,1,462,462,20000,0,1,1,1
641704,Daegu,11,Daegu,Forties+,50,1,814,814,35000,0,1,1,1
641706,Gyeonggi-do,2,Yongin,Thirties,32,11,3665,333,158000,0,0,0,0
641710,Seoul,1,Seoul,Teens,11,16,5048,316,218000,0,0,0,0
641713,Gyeonggi-do,2,Siheung,Twenties,22,2,135,68,6000,1,1,0,1
641727,Gangwon-do,9,Chuncheon,Teens,11,19,6433,339,277500,0,0,0,0
641734,Seoul,1,Seoul,Teens,17,9,1831,203,79000,0,1,0,1
641741,Incheon,12,Incheon,Teens,11,5,81,16,3500,0,0,0,0
641746,Ulsan,15,Ulsan,Teens,18,20,10496,525,453000,0,0,0,0
641756,Daegu,11,Daegu,Twenties,28,6,1438,240,90000,1,1,1,1
641759,Daegu,11,Daegu,Thirties,32,23,12116,527,523000,0,0,0,0
641767,Gyeonggi-do,2,Yongin,Thirties,30,1,41,41,2000,0,0,0,0
641773,Gwangju,13,Gwangju,Twenties,25,19,7955,419,343500,0,1,0,1
641776,Seoul,1,Seoul,Twenties,25,1,127,127,5500,0,0,0,0
641782,Seoul,1,Seoul,Teens,16,2,625,313,99000,0,0,1,1
641788,Gwangju,13,Gwangju,Twenties,29,2,872,436,120000,1,1,1,1
641791,Seoul,1,Seoul,Teens,10,14,3056,218,132000,0,0,0,0
641796,Jeollanam-do,6,해남,Teens,19,9,1341,149,58000,0,0,0,0
641800,Seoul,1,Seoul,Teens,12,2,404,202,17500,0,1,1,1
641811,Gyeonggi-do,2,화성,Teens,13,2,362,181,15500,0,0,1,1
641821,Seoul,1,Seoul,Forties+,50,2,171,86,7500,0,0,0,0
641829,Seoul,1,Seoul,Teens,17,20,7558,378,146000,0,0,0,0
641831,Daejeon,14,Daejeon,Teens,18,15,4305,287,490000,0,1,0,1
641838,Seoul,1,Seoul,Twenties,27,1,136,136,4000,0,0,0,0
641839,Incheon,12,Incheon,Twenties,26,3,608,203,26000,0,0,0,0
641842,Ulsan,15,Ulsan,Thirties,33,2,301,151,13000,0,0,1,1
641844,Seoul,1,Seoul,Twenties,20,1,72,72,3000,0,1,0,1
641847,Seoul,1,Seoul,Forties+,52,1,343,343,8000,0,1,1,1
641861,Gwangju,13,Gwangju,Teens,12,11,1104,100,47500,0,0,0,0
641865,Jeju,17,Jeju,Forties+,43,1,493,493,21500,0,0,1,1
641870,Seoul,1,Seoul,Forties+,44,17,7946,467,343000,0,0,0,0
641871,Seoul,1,Seoul,Teens,19,10,6252,625,270000,0,0,0,0
641872,Jeollabuk-do,5,Iksan,Twenties,22,11,2877,262,124000,0,1,1,1
641884,Seoul,1,Seoul,Twenties,22,1,218,218,3500,0,0,0,0
641894,Jeju,17,Jeju,Teens,17,1,247,247,10000,0,0,0,0
641898,Jeollanam-do,6,해남,Twenties,24,9,2579,287,10000,1,1,0,1
641900,Gyeonggi-do,2,Suwon,Teens,15,1,389,389,17000,0,0,0,0
641902,Gyeonggi-do,2,Hanam,Thirties,33,1,178,178,7500,0,0,0,0
641913,Jeju,17,Jeju,Teens,12,1,121,121,5000,0,0,0,0
641924,Seoul,1,Seoul,Teens,16,11,545,50,23500,0,0,1,1
641925,Chungcheongbuk-do,4,Cheongju,Forties+,53,1,177,177,7500,0,0,0,0
641951,Seoul,1,Seoul,Twenties,29,1,88,88,4000,0,1,0,1
641952,Seoul,1,Seoul,Teens,18,1,120,120,5000,0,0,0,0
641962,Jeollabuk-do,5,Jeonju,Teens,16,2,407,204,17500,0,0,0,0
641967,Chungcheongbuk-do,4,Cheongju,Teens,13,1,198,198,5000,1,0,0,1
641969,Jeollabuk-do,5,Jeonju,Twenties,25,1,203,203,9000,0,0,1,1
641978,Incheon,12,Incheon,Teens,14,3,607,202,26000,0,0,0,0
641997,Busan,10,Busan,Forties+,53,14,6345,453,274000,0,0,0,0
641998,Seoul,1,Seoul,Teens,13,1,102,102,4500,0,0,0,0
642010,Gyeonggi-do,2,화성,Twenties,21,25,15778,631,681000,0,0,0,0
642022,Chungcheongbuk-do,4,Cheongju,Teens,10,4,1282,321,55500,0,0,1,1
642035,Gyeonggi-do,2,Goyang,Twenties,26,1,169,169,7500,0,0,0,0
642039,Sejong,16,Sejong,Twenties,26,1,236,236,10000,0,0,0,0
642047,Gyeonggi-do,2,Seongnam,Twenties,25,1,116,116,5000,0,0,0,0
642053,Seoul,1,Seoul,Thirties,34,3,1061,354,46000,0,1,0,1
642054,Gyeonggi-do,2,Uijeongbu,Twenties,23,4,313,78,120000,1,1,1,1
642066,Chungcheongnam-do,3,Cheonan,Twenties,25,2,485,243,21000,0,1,1,1
642071,Gyeonggi-do,2,Seongnam,Twenties,21,1,118,118,5000,0,1,0,1
642075,Incheon,12,Incheon,Twenties,24,1,57,57,2500,0,1,0,1
642091,Seoul,1,Seoul,Teens,10,6,2454,409,106000,0,0,1,1
642103,Gyeonggi-do,2,Suwon,Thirties,39,20,16501,825,712500,0,0,0,0
642105,Chungcheongnam-do,3,Cheonan,Twenties,27,2,526,263,22500,0,0,0,0
642116,Gyeongsangnam-do,8,사천,Thirties,32,1,179,179,4000,0,0,0,0
642118,Gyeonggi-do,2,구리,Forties+,41,24,16058,669,693000,0,0,0,0
642155,Gyeonggi-do,2,Seongnam,Twenties,24,1,228,228,35500,0,1,1,1
642162,Gyeonggi-do,2,Anyang,Teens,17,2,689,345,29500,0,0,0,0
642189,Gyeongsangbuk-do,7,울진,Thirties,36,8,1909,239,82500,0,0,0,0
642195,Jeollabuk-do,5,Iksan,Twenties,24,1,407,407,12000,1,1,1,1
642214,Gyeongsangbuk-do,7,문경,Teens,17,2,2,1,0,0,0,0,0
642228,Seoul,1,Seoul,Teens,15,1,340,340,14500,0,0,0,0
642244,Jeju,17,Jeju,Teens,10,6,1468,245,63500,0,0,1,1
642248,Gyeonggi-do,2,Gimpo,Teens,18,5,1011,202,43500,0,0,1,1
642252,Seoul,1,Seoul,Thirties,33,4,468,117,20000,0,1,1,1
642253,Gyeonggi-do,2,Uijeongbu,Teens,12,6,534,89,23000,0,0,1,1
642264,Gwangju,13,Gwangju,Twenties,28,1,151,151,6500,0,0,0,0
642278,Seoul,1,Seoul,Twenties,21,1,38,38,5000,0,0,0,0
642294,Gyeonggi-do,2,Suwon,Teens,13,8,2141,268,92500,0,0,0,0
642336,Jeju,17,Jeju,Teens,17,3,451,150,49000,0,1,1,1
642346,Gangwon-do,9,Donghae,Forties+,56,1,111,111,3500,0,0,0,0
642368,Sejong,16,Sejong,Teens,14,3,2079,693,89500,0,1,1,1
642376,Gyeonggi-do,2,Hanam,Teens,12,9,1227,136,53000,0,0,0,0
642388,Ulsan,15,Ulsan,Twenties,23,3,736,245,18000,0,0,0,0
642399,Seoul,1,Seoul,Twenties,26,8,3317,415,20000,1,1,0,1
642410,Jeollanam-do,6,해남,Teens,15,1,56,56,3000,1,0,0,1
642413,Gyeonggi-do,2,Suwon,Twenties,24,5,4165,833,180000,0,0,0,0
642418,Seoul,1,Seoul,Teens,18,1,121,121,11000,1,1,1,1
642420,Chungcheongnam-do,3,Cheonan,Thirties,31,6,2235,373,96500,0,1,1,1
642425,Seoul,1,Seoul,Teens,17,5,799,160,34500,0,0,0,0
642430,Ulsan,15,Ulsan,Forties+,55,2,1195,598,51500,0,0,0,0
642432,Daegu,11,Daegu,Twenties,26,1,136,136,4000,0,0,0,0
642436,Seoul,1,Seoul,Teens,17,13,3963,305,152000,1,1,1,1
642439,Gyeonggi-do,2,Anyang,Twenties,23,4,551,138,24000,0,0,1,1
642450,Gyeonggi-do,2,Uijeongbu,Twenties,20,1,167,167,7000,0,0,0,0
642454,Chungcheongnam-do,3,Asan,Twenties,23,2,165,83,8000,1,0,0,1
642458,Ulsan,15,Ulsan,Teens,12,2,332,166,9000,0,1,1,1
642462,Jeollabuk-do,5,Gunsan,Twenties,28,6,1025,171,44000,0,0,0,0
642500,Seoul,1,Seoul,Twenties,26,1,179,179,9000,0,0,0,0
642514,Seoul,1,Seoul,Teens,15,4,584,146,25000,0,0,0,0
642537,Gangwon-do,9,Wonju,Twenties,24,4,877,219,38000,0,1,0,1
642548,Gyeonggi-do,2,Yongin,Teens,12,1,47,47,2000,0,0,0,0
642559,Gyeonggi-do,2,Goyang,Thirties,32,1,263,263,11500,0,0,0,0
642561,Daegu,11,Daegu,Teens,18,8,4264,533,184000,0,0,0,0
642584,Gyeonggi-do,2,이천,Teens,13,3,561,187,24000,1,1,1,1
642604,Gangwon-do,9,Wonju,Forties+,42,2,438,219,3000,0,0,0,0
642609,Seoul,1,Seoul,Twenties,23,4,3534,884,326000,1,0,1,1
642624,Gangwon-do,9,Wonju,Teens,10,1,184,184,8000,0,0,0,0
642635,Seoul,1,Seoul,Twenties,27,5,1292,258,56000,0,1,0,1
642649,Gyeongsangbuk-do,7,Gumi,Twenties,25,2,263,132,11500,0,0,0,0
642650,Seoul,1,Seoul,Forties+,50,2,257,129,10000,0,0,0,0
642659,Chungcheongbuk-do,4,Cheongju,Twenties,24,1,65,65,7000,0,0,0,0
642671,Gangwon-do,9,Chuncheon,Teens,11,18,10153,564,438500,0,0,0,0
642675,Gyeonggi-do,2,Hanam,Teens,16,3,384,128,16500,0,0,0,0
642716,Seoul,1,Seoul,Twenties,21,1,2,2,7000,0,0,1,1
642750,Jeollabuk-do,5,Jeonju,Forties+,48,10,1049,105,180000,0,0,0,0
642757,Seoul,1,Seoul,Thirties,39,2,320,160,14000,0,0,0,0
642768,Seoul,1,Seoul,Twenties,20,3,329,110,14000,0,0,0,0
642771,Incheon,12,Incheon,Thirties,36,1,119,119,5000,0,0,0,0
642774,Gwangju,13,Gwangju,Twenties,27,1,81,81,21000,0,1,0,1
642788,Gyeongsangnam-do,8,통영,Teens,14,3,159,53,7000,0,0,0,0
642789,Seoul,1,Seoul,Twenties,23,1,356,356,5000,1,0,0,1
642792,Seoul,1,Seoul,Teens,17,5,827,165,35500,1,0,1,1
642803,Jeollabuk-do,5,Jeonju,Teens,15,1,58,58,2500,1,0,1,1
642809,Seoul,1,Seoul,Teens,12,5,1444,289,62500,0,0,0,0
642829,Chungcheongbuk-do,4,Cheongju,Teens,17,23,13718,596,592000,0,0,0,0
642832,Seoul,1,Seoul,Twenties,28,3,1053,351,45500,0,1,1,1
642833,Seoul,1,Seoul,Teens,14,1,78,78,3500,0,0,0,0
642842,Gangwon-do,9,Sokcho,Teens,13,24,7671,320,213500,1,1,0,1
642855,Sejong,16,Sejong,Teens,15,1,226,226,5000,1,0,0,1
642869,Gyeonggi-do,2,Goyang,Twenties,21,6,2271,379,98000,0,0,0,0
642877,Ulsan,15,Ulsan,Twenties,24,4,1209,302,27000,1,0,1,1
642886,Chungcheongbuk-do,4,Cheongju,Twenties,24,1,1,1,13000,0,0,0,0
642896,Gyeonggi-do,2,Uijeongbu,Teens,18,6,2632,439,230000,1,1,1,1
642897,Gangwon-do,9,Donghae,Teens,16,5,817,163,35500,0,0,0,0
642902,Seoul,1,Seoul,Teens,17,1,347,347,6000,0,0,0,0
642903,Seoul,1,Seoul,Teens,17,1,854,854,37000,0,0,0,0
642913,Seoul,1,Seoul,Twenties,28,2,921,461,40000,0,1,0,1
642925,Seoul,1,Seoul,Teens,18,1,522,522,22500,0,0,0,0
642937,Incheon,12,Incheon,Teens,19,1,220,220,9500,0,0,0,0
642951,Gangwon-do,9,Wonju,Twenties,26,1,235,235,10000,0,0,0,0
642954,Seoul,1,Seoul,Twenties,20,1,29,29,1500,0,0,1,1
642956,Sejong,16,Sejong,Forties+,54,1,60,60,2500,0,0,0,0
642960,Incheon,12,Incheon,Forties+,52,5,1961,392,84500,0,0,0,0
642967,Seoul,1,Seoul,Thirties,31,3,365,122,16000,0,0,0,0
642968,Seoul,1,Seoul,Twenties,29,3,240,80,10500,0,0,1,1
642985,Jeollabuk-do,5,Jeonju,Twenties,26,1,100,100,10000,0,0,0,0
642996,Gyeongsangnam-do,8,Changwon,Twenties,21,1,225,225,6000,0,0,1,1
643004,Seoul,1,Seoul,Twenties,22,1,178,178,7500,0,0,0,0
643009,Jeollabuk-do,5,Jeonju,Teens,11,2,392,196,17000,0,0,0,0
643011,Jeollanam-do,6,해남,Thirties,37,3,92,31,4000,0,1,1,1
643032,Gyeonggi-do,2,구리,Twenties,22,5,1623,325,70000,0,0,1,1
643034,Seoul,1,Seoul,Twenties,24,1,125,125,5500,0,0,0,0
643048,Chungcheongbuk-do,4,Cheongju,Teens,18,6,1570,262,68000,0,0,0,0
643052,Daegu,11,Daegu,Teens,15,3,382,127,12000,0,0,1,1
643066,Chungcheongnam-do,3,Nonsan,Forties+,58,2,270,135,11500,0,1,0,1
643072,Incheon,12,Incheon,Thirties,33,25,12291,492,530500,0,0,0,0
643093,Seoul,1,Seoul,Twenties,26,1,414,414,18000,0,1,1,1
643102,Gyeonggi-do,2,Uijeongbu,Twenties,22,28,18335,655,791500,0,0,0,0
643119,Gangwon-do,9,Wonju,Twenties,21,15,5054,337,10000,1,1,0,1
643127,Seoul,1,Seoul,Teens,10,2,638,319,27500,0,1,1,1
643129,Seoul,1,Seoul,Teens,14,11,3317,302,143000,0,0,1,1
643131,Seoul,1,Seoul,Forties+,56,1,540,540,23500,0,0,0,0
643139,Gangwon-do,9,Donghae,Twenties,24,16,6634,415,10000,1,0,1,1
643144,Seoul,1,Seoul,Teens,10,2,392,196,17000,0,1,1,1
643146,Gyeonggi-do,2,이천,Teens,19,2,1152,576,60500,0,0,0,0
643155,Busan,10,Busan,Teens,15,7,1400,200,75000,1,1,1,1
643159,Gyeonggi-do,2,Yongin,Teens,15,6,1247,208,57500,1,1,1,1
643161,Seoul,1,Seoul,Twenties,23,4,1023,256,44000,1,0,0,1
643164,Gangwon-do,9,Wonju,Forties+,41,1,17,17,500,0,0,1,1
643172,Gyeonggi-do,2,파주,Twenties,28,1,403,403,10000,1,0,0,1
643179,Seoul,1,Seoul,Teens,17,1,468,468,20000,0,0,0,0
643182,Seoul,1,Seoul,Twenties,27,14,7096,507,306500,0,0,0,0
643191,Ulsan,15,Ulsan,Teens,13,1,55,55,8000,1,0,1,1
643216,Gwangju,13,Gwangju,Teens,11,11,3967,361,171000,0,0,0,0
643223,Daegu,11,Daegu,Twenties,20,1,416,416,18000,0,0,0,0
643235,Seoul,1,Seoul,Teens,19,1,2,2,0,0,0,0,0
643255,Chungcheongbuk-do,4,Cheongju,Forties+,44,5,1016,203,60000,0,0,0,0
643256,Gwangju,13,Gwangju,Twenties,20,20,9333,467,130000,1,1,1,1
643258,Seoul,1,Seoul,Teens,17,1,400,400,5000,1,1,1,1
643259,Jeollabuk-do,5,Jeonju,Twenties,29,27,20387,755,90000,1,1,1,1
643271,Gyeongsangbuk-do,7,Gumi,Twenties,24,2,325,163,10000,0,1,0,1
643278,Jeju,17,Jeju,Thirties,30,1,872,872,160000,1,1,0,1
643308,Daegu,11,Daegu,Teens,17,11,727,66,35000,1,1,0,1
643315,Seoul,1,Seoul,Teens,18,11,1884,171,81500,0,0,0,0
643317,Seoul,1,Seoul,Teens,15,1,124,124,14000,1,1,1,1
643341,Seoul,1,Seoul,Teens,19,14,6397,457,276000,0,0,0,0
643356,Incheon,12,Incheon,Teens,12,1,21,21,1000,0,1,1,1
643362,Chungcheongbuk-do,4,Cheongju,Teens,10,11,2455,223,106000,0,1,0,1
643365,Ulsan,15,Ulsan,Teens,16,14,3589,256,155000,0,1,1,1
643400,Ulsan,15,Ulsan,Teens,17,1,3,3,4000,0,1,1,1
643404,Busan,10,Busan,Twenties,24,4,686,172,29500,0,0,0,0
643410,Seoul,1,Seoul,Twenties,29,2,1466,733,63500,0,0,0,0
643412,Gyeonggi-do,2,Uijeongbu,Teens,18,12,4094,341,176500,0,1,1,1
643413,Seoul,1,Seoul,Forties+,44,2,595,298,25500,0,0,0,0
643414,Gyeonggi-do,2,Gimpo,Twenties,29,13,2677,206,60000,0,1,0,1
643431,Gyeonggi-do,2,화성,Teens,11,15,6986,466,301500,0,0,0,0
643434,Gyeonggi-do,2,Uijeongbu,Teens,13,2,458,229,20000,0,0,0,0
643435,Seoul,1,Seoul,Teens,12,7,1423,203,61500,0,1,1,1
643452,Jeollabuk-do,5,Jeonju,Twenties,27,1,62,62,2500,0,0,1,1
643458,Gyeonggi-do,2,구리,Twenties,23,2,254,127,650000,0,0,1,1
643473,Ulsan,15,Ulsan,Twenties,25,17,11549,679,250000,0,1,0,1
643477,Seoul,1,Seoul,Twenties,25,18,2809,156,121500,0,1,0,1
643478,Gyeonggi-do,2,Hanam,Teens,13,3,756,252,32500,0,0,0,0
643482,Gyeonggi-do,2,Yongin,Twenties,21,1,128,128,5500,0,0,0,0
643495,Gyeonggi-do,2,Seongnam,Twenties,21,9,2370,263,102500,0,0,0,0
643502,Jeollanam-do,6,해남,Thirties,31,16,5468,342,236000,0,1,1,1
643504,Daegu,11,Daegu,Twenties,21,6,3442,574,148500,0,0,0,0
643516,Jeju,17,Jeju,Teens,10,2,299,150,13000,0,0,0,0
643522,Incheon,12,Incheon,Teens,11,1,96,96,4000,0,0,0,0
643527,Seoul,1,Seoul,Teens,14,1,118,118,5000,0,0,1,1
643542,Seoul,1,Seoul,Twenties,23,6,2044,341,110000,0,0,0,0
643558,Gyeonggi-do,2,Hanam,Teens,16,10,1343,134,140000,1,1,1,1
643563,Seoul,1,Seoul,Teens,17,5,2068,414,89500,1,1,1,1
643569,Seoul,1,Seoul,Twenties,25,17,4501,265,194500,0,0,0,0
643584,Gyeonggi-do,2,Gunpo,Teens,15,1,237,237,10000,0,0,0,0
643599,Gangwon-do,9,Gangwon,Teens,10,6,2660,443,115000,0,1,0,1
643604,Gyeonggi-do,2,Uijeongbu,Twenties,29,31,16669,538,719500,0,0,0,0
643605,Seoul,1,Seoul,Thirties,30,2,850,425,36500,0,0,0,0
643610,Seoul,1,Seoul,Twenties,27,1,54,54,2500,0,0,0,0
643620,Gyeonggi-do,2,Bucheon,Twenties,24,4,889,222,38500,0,0,0,0
643633,Seoul,1,Seoul,Forties+,45,1,5,5,0,0,0,0,0
643636,Ulsan,15,Ulsan,Teens,13,8,540,68,66000,1,1,1,1
643645,Seoul,1,Seoul,Twenties,22,2,1694,847,930000,0,0,0,0
643664,Ulsan,15,Ulsan,Twenties,20,5,321,64,14000,0,1,1,1
643697,Chungcheongnam-do,3,Cheonan,Twenties,25,16,4278,267,184500,0,1,1,1
643707,Seoul,1,Seoul,Twenties,26,3,540,180,24000,1,0,0,1
643709,Ulsan,15,Ulsan,Twenties,20,9,1499,167,64500,0,1,1,1
643711,Seoul,1,Seoul,Twenties,23,1,57,57,3500,0,0,0,0
643715,Seoul,1,Seoul,Teens,14,2,197,99,8500,0,1,1,1
643716,Seoul,1,Seoul,Teens,16,1,380,380,16500,0,1,1,1
643720,Seoul,1,Seoul,Twenties,25,4,2300,575,99500,0,0,0,0
643729,Seoul,1,Seoul,Teens,16,1,10,10,500,1,0,1,1
643730,Seoul,1,Seoul,Forties+,40,10,4387,439,149000,1,1,1,1
643738,Seoul,1,Seoul,Forties+,59,3,328,109,14000,0,1,0,1
643741,Seoul,1,Seoul,Forties+,44,7,1996,285,86000,0,0,0,0
643753,Gyeonggi-do,2,화성,Twenties,28,11,1684,153,72500,0,0,0,0
643755,Seoul,1,Seoul,Forties+,41,16,4225,264,182500,0,0,0,0
643757,Seoul,1,Seoul,Teens,19,2,181,91,8000,0,0,0,0
643761,Seoul,1,Seoul,Thirties,37,2,590,295,25500,0,0,0,0
643779,Seoul,1,Seoul,Twenties,21,2,313,157,13500,0,0,0,0
643784,Daegu,11,Daegu,Thirties,32,1,233,233,27000,0,0,0,0
643787,Jeollabuk-do,5,Jeonju,Teens,17,3,487,162,16000,1,0,0,1
643796,Jeju,17,Jeju,Teens,15,4,910,228,39500,0,1,1,1
643804,Daegu,11,Daegu,Forties+,54,1,219,219,9500,0,0,0,0
643820,Seoul,1,Seoul,Thirties,32,2,161,81,7000,0,0,0,0
643822,Seoul,1,Seoul,Twenties,22,2,207,104,9000,0,0,0,0
643831,Busan,10,Busan,Thirties,36,13,7632,587,329500,0,0,0,0
643836,Seoul,1,Seoul,Teens,11,1,205,205,9000,0,0,0,0
643861,Incheon,12,Incheon,Twenties,22,1,213,213,9000,0,0,0,0
643862,Seoul,1,Seoul,Twenties,22,2,275,138,4500,0,0,0,0
643873,Gyeonggi-do,2,의왕,Twenties,20,4,1875,469,81000,0,0,0,0
643883,Seoul,1,Seoul,Twenties,20,27,15329,568,661500,0,1,0,1
643890,Chungcheongbuk-do,4,Cheongju,Twenties,23,17,11922,701,240000,0,1,0,1
643899,Busan,10,Busan,Teens,17,7,2035,291,88000,0,0,0,0
643919,Seoul,1,Seoul,Teens,17,6,2962,494,128000,1,1,1,1
643926,Seoul,1,Seoul,Teens,13,1,162,162,7000,0,1,0,1
643941,Gyeonggi-do,2,Anyang,Twenties,26,1,64,64,3000,0,0,0,0
643963,Gyeonggi-do,2,Suwon,Teens,15,1,173,173,7500,0,0,0,0
643966,Seoul,1,Seoul,Twenties,23,7,1075,154,46500,0,0,0,0
643968,Gyeonggi-do,2,Suwon,Twenties,25,1,211,211,6000,0,0,0,0
644002,Gyeonggi-do,2,Seongnam,Twenties,29,12,3149,262,20000,1,1,0,1
644003,Seoul,1,Seoul,Teens,17,5,633,127,70000,0,0,0,0
644016,Seoul,1,Seoul,Teens,13,7,1749,250,75500,0,0,0,0
644017,Seoul,1,Seoul,Teens,19,2,297,149,13000,0,0,0,0
644027,Seoul,1,Seoul,Thirties,33,1,175,175,7500,0,1,1,1
644042,Seoul,1,Seoul,Thirties,30,1,113,113,5000,0,0,0,0
644056,Incheon,12,Incheon,Twenties,22,1,432,432,89000,0,0,0,0
644066,Busan,10,Busan,Teens,17,19,8836,465,381500,0,0,0,0
644102,Seoul,1,Seoul,Twenties,29,2,158,79,7000,0,0,0,0
644119,Seoul,1,Seoul,Twenties,20,1,718,718,19000,0,0,0,0
644121,Gyeonggi-do,2,Anyang,Twenties,25,1,196,196,6000,0,0,0,0
644144,Gyeonggi-do,2,Pyeongtaek,Forties+,44,1,36,36,19000,0,0,1,1
644145,Seoul,1,Seoul,Twenties,21,1,53,53,2500,0,0,0,0
644171,Seoul,1,Seoul,Teens,10,3,542,181,16500,1,0,0,1
644175,Busan,10,Busan,Teens,15,26,14602,562,630500,0,0,0,0
644206,Daegu,11,Daegu,Teens,16,1,58,58,2500,1,1,0,1
644209,Daegu,11,Daegu,Twenties,24,1,148,148,6500,0,1,0,1
644227,Gyeonggi-do,2,Uijeongbu,Teens,19,3,781,260,33500,0,0,0,0
644248,Gyeonggi-do,2,Yongin,Teens,19,1,40,40,1500,0,0,1,1
644264,Ulsan,15,Ulsan,Teens,14,14,8270,591,357000,0,0,0,0
644323,Busan,10,Busan,Twenties,25,24,10068,420,434500,0,0,0,0
644340,Seoul,1,Seoul,Teens,12,4,443,111,19000,0,1,0,1
644358,Busan,10,Busan,Forties+,51,7,2257,322,97500,0,0,0,0
644371,Seoul,1,Seoul,Thirties,30,1,5,5,5000,1,1,1,1
644388,Jeollabuk-do,5,Jeonju,Teens,17,3,680,227,34000,1,1,1,1
644395,Seoul,1,Seoul,Twenties,26,6,3691,615,159500,0,0,0,0
644418,Seoul,1,Seoul,Teens,18,1,49,49,22000,1,1,0,1
644437,Seoul,1,Seoul,Forties+,60,1,253,253,11000,0,0,1,1
644442,Seoul,1,Seoul,Teens,17,5,1382,276,59500,0,0,0,0
644445,Seoul,1,Seoul,Teens,19,7,1985,284,85500,0,0,0,0
644454,Gyeonggi-do,2,Ansan,Twenties,29,14,4324,309,186500,0,0,0,0
644462,Chungcheongnam-do,3,Asan,Thirties,38,1,297,297,13000,0,0,0,0
644463,Seoul,1,Seoul,Thirties,31,1,347,347,7000,1,0,0,1
644475,Jeollabuk-do,5,Jeonju,Twenties,24,11,4029,366,174000,0,1,1,1
644483,Seoul,1,Seoul,Thirties,32,2,326,163,14000,0,0,0,0
644488,Seoul,1,Seoul,Twenties,25,22,13484,613,582000,0,0,0,0
644500,Seoul,1,Seoul,Forties+,46,3,716,239,31000,0,0,0,0
644512,Busan,10,Busan,Teens,14,24,11787,491,509000,0,0,0,0
644513,Seoul,1,Seoul,Twenties,22,1,171,171,7500,0,0,0,0
644517,Seoul,1,Seoul,Teens,16,4,619,155,99000,1,1,1,1
644520,Seoul,1,Seoul,Twenties,28,1,707,707,30500,0,1,1,1
644524,Gyeongsangnam-do,8,사천,Teens,13,1,218,218,9500,0,1,1,1
644532,Gangwon-do,9,Donghae,Teens,15,1,84,84,3500,0,0,0,0
644540,Busan,10,Busan,Twenties,29,1,825,825,35500,0,0,0,0
644541,Incheon,12,Incheon,Twenties,28,13,4946,380,213500,0,0,0,0
644548,Seoul,1,Seoul,Twenties,29,3,284,95,12500,0,0,0,0
644550,Daegu,11,Daegu,Teens,13,1,283,283,12000,0,1,0,1
644555,Seoul,1,Seoul,Teens,11,1,149,149,6500,0,1,1,1
644560,Seoul,1,Seoul,Teens,11,1,583,583,25000,0,0,0,0
644563,Ulsan,15,Ulsan,Thirties,33,1,5,5,0,0,0,0,0
644573,Daegu,11,Daegu,Forties+,60,2,344,172,15000,0,0,0,0
644574,Gangwon-do,9,Sokcho,Twenties,26,1,181,181,8000,0,0,0,0
